Greedy HS Time Per Distance
Shuttle0	0.0,1.367816091954023,1.403225806451613,1.403225806451613,1.5,1.5128205128205128,1.527027027027027,1.554054054054054,1.5675675675675675,1.625,1.6756756756756757,1.728395061728395,2.0588235294117645,2.211267605633803,2.245614035087719,2.261904761904762,2.269230769230769,2.3292682926829267,2.3333333333333335,2.3943661971830985,2.4375,2.490566037735849,2.5,2.547169811320755,2.5625,2.5714285714285716,2.5849056603773586,2.6666666666666665,2.7547169811320753,2.9,2.901639344262295,3.3857142857142857,3.6444444444444444,3.8135593220338984,4.361702127659575,4.518518518518518,4.625,4.629032258064516,4.630434782608695,4.875,4.976190476190476,5.368421052631579,6.217391304347826,6.3478260869565215,6.478260869565218,6.478260869565218,6.478260869565218,6.543478260869565,7.388888888888889,7.454545454545454,7.472222222222222,7.564102564102564,7.777777777777778,7.78125,8.027777777777779,8.055555555555555,9.3125,11.048780487804878,12.11111111111111,12.346153846153847,14.619047619047619,19.5625,34.666666666666664,39.375
Shuttle1	0.0,1.0161290322580645,1.032258064516129,1.1935483870967742,1.2,1.2222222222222223,1.275,1.4189189189189189,1.5,1.5333333333333334,1.5945945945945945,1.635135135135135,1.6486486486486487,1.7333333333333334,1.793103448275862,1.85,1.8541666666666667,1.9833333333333334,2.0476190476190474,2.2142857142857144,2.4339622641509435,2.641509433962264,2.660377358490566,2.69811320754717,2.9696969696969697,3.3466666666666667,3.52,3.8444444444444446,4.391304347826087,4.760869565217392,5.186046511627907,5.955555555555556,6.065217391304348,6.171428571428572,6.217391304347826,6.260869565217392,7.527777777777778,7.555555555555555,7.694444444444445,7.75,9.34375,9.46875,9.5625,16.36842105263158,19.3125,24.307692307692307,29.818181818181817
Shuttle2	0.0,1.0588235294117647,1.064516129032258,1.0666666666666667,1.1451612903225807,1.1833333333333333,1.2258064516129032,1.3709677419354838,1.3870967741935485,1.3958333333333333,1.403225806451613,1.4074074074074074,1.472972972972973,1.5,1.527027027027027,1.5483870967741935,1.564516129032258,1.6129032258064515,1.7162162162162162,1.7432432432432432,1.8548387096774193,1.8783783783783783,1.972972972972973,2.0,2.0348837209302326,2.05,2.0806451612903225,2.2027027027027026,2.292682926829268,2.4864864864864864,2.660377358490566,2.7358490566037736,2.8840579710144927,2.9393939393939394,2.9482758620689653,3.217391304347826,3.272727272727273,3.2941176470588234,3.34375,3.676470588235294,3.9322033898305087,4.0344827586206895,4.4035087719298245,4.4523809523809526,4.829787234042553,5.4375,5.625,5.7560975609756095,5.895833333333333,6.108695652173913,6.1521739130434785,7.444444444444445,7.694444444444445,7.722222222222222,7.805555555555555,7.805555555555555,7.896551724137931,7.972222222222222,8.161290322580646,8.25,9.21875,9.28125,9.40625,9.5,21.266666666666666
Shuttle3	0.0,1.0,1.032258064516129,1.064516129032258,1.096774193548387,1.2580645161290323,1.3478260869565217,1.3709677419354838,1.4166666666666667,1.4594594594594594,1.4838709677419355,1.5405405405405406,1.5675675675675675,1.6415094339622642,1.7,1.7432432432432432,1.7777777777777777,1.864864864864865,2.0416666666666665,2.1384615384615384,2.15,2.175675675675676,2.2153846153846155,2.27027027027027,2.2903225806451615,2.3378378378378377,2.338709677419355,2.3473684210526318,2.4166666666666665,2.5,2.532258064516129,2.564516129032258,2.5833333333333335,2.638888888888889,2.641509433962264,2.675675675675676,2.6792452830188678,2.7358490566037736,2.782608695652174,2.7972972972972974,2.810810810810811,2.824324324324324,2.830769230769231,2.838709677419355,2.9166666666666665,2.923076923076923,2.9305555555555554,2.967741935483871,3.0,3.0704225352112675,3.073529411764706,3.1025641025641026,3.112676056338028,3.1774193548387095,3.2195121951219514,3.2205882352941178,3.2830188679245285,3.2972972972972974,3.342857142857143,3.375,3.4603174603174605,3.4909090909090907,3.5,3.5081967213114753,3.511111111111111,3.6338028169014085,3.6451612903225805,3.6721311475409837,3.689189189189189,3.6944444444444446,3.8095238095238093,3.838709677419355,3.85,3.891891891891892,3.8970588235294117,3.9285714285714284,4.188679245283019,4.253731343283582,4.473684210526316,4.52,4.574074074074074,4.672413793103448,4.696428571428571,4.8,4.839285714285714,4.894736842105263,4.911764705882353,5.0754716981132075,5.105263157894737,5.26,5.406779661016949,5.566037735849057,5.647058823529412,5.666666666666667,5.75,5.956521739130435,6.086956521739131,6.1521739130434785,6.217391304347826,6.217391304347826,6.266666666666667,6.304347826086956,6.363636363636363,6.433962264150943,6.444444444444445,6.565217391304348,6.565217391304348,6.673913043478261,6.976190476190476,7.0,7.021739130434782,7.369565217391305,7.521739130434782,7.545454545454546,7.586956521739131,7.666666666666667,7.757575757575758,7.861111111111111,8.027777777777779,8.195652173913043,8.333333333333334,8.473684210526315,8.5,8.527777777777779,8.63888888888889,8.833333333333334,8.88888888888889,8.891304347826088,9.027777777777779,9.129032258064516,9.135135135135135,9.1875,9.21875,9.3125,9.36111111111111,9.63888888888889,9.666666666666666,9.689655172413794,9.694444444444445,9.78125,9.833333333333334,9.833333333333334,9.90625,9.96875,10.28125,10.384615384615385,10.59375,10.6875,11.083333333333334,11.6875,11.758620689655173,11.86111111111111,12.40625,12.958333333333334,15.26923076923077,18.666666666666668,22.9375,31.7,47.142857142857146
Shuttle4	0.0,1.0217391304347827,1.0769230769230769,1.1041666666666667,1.1666666666666667,1.25,1.32,1.5833333333333333,1.596774193548387,1.596774193548387,1.8387096774193548,1.8387096774193548,1.9189189189189189,2.0,2.0,2.018867924528302,2.081081081081081,2.1066666666666665,2.189189189189189,2.318840579710145,2.3225806451612905,2.3541666666666665,2.411764705882353,2.5,2.6792452830188678,2.7125,2.857142857142857,2.868131868131868,2.8823529411764706,2.9375,2.9384615384615387,2.9782608695652173,3.0,3.0392156862745097,3.0923076923076924,3.1641791044776117,3.2083333333333335,3.225806451612903,3.2830188679245285,3.318840579710145,3.3207547169811322,3.3870967741935485,3.3870967741935485,3.4,3.425,3.440677966101695,3.493333333333333,3.5084745762711864,3.5789473684210527,3.6774193548387095,3.681159420289855,3.693548387096774,3.697674418604651,3.7058823529411766,3.716666666666667,3.716666666666667,3.7205882352941178,3.7903225806451615,3.8181818181818183,3.847826086956522,3.926470588235294,3.9375,3.9875,4.0,4.0,4.17741935483871,4.1911764705882355,4.2075471698113205,4.28,4.323529411764706,4.333333333333333,4.403225806451613,4.422535211267606,4.425,4.442622950819672,4.491525423728813,4.5,4.523809523809524,4.552631578947368,4.58,4.605263157894737,4.6461538461538465,4.705882352941177,4.716981132075472,4.75,4.75,4.791666666666667,4.7924528301886795,4.823529411764706,4.8375,4.842105263157895,4.865671641791045,4.882352941176471,4.90566037735849,4.928571428571429,4.95,4.956521739130435,4.96,5.0,5.030769230769231,5.037735849056604,5.037735849056604,5.055555555555555,5.066666666666666,5.076923076923077,5.090909090909091,5.09433962264151,5.113207547169812,5.116279069767442,5.195121951219512,5.246153846153846,5.262295081967213,5.2631578947368425,5.2631578947368425,5.30188679245283,5.302631578947368,5.3584905660377355,5.362068965517241,5.372881355932203,5.381818181818182,5.391304347826087,5.447368421052632,5.5,5.534883720930233,5.645161290322581,5.723076923076923,5.769230769230769,5.7894736842105265,5.803030303030303,5.803571428571429,5.828571428571428,5.833333333333333,5.866666666666666,5.875,5.894736842105263,5.9,6.09433962264151,6.101694915254237,6.137254901960785,6.147540983606557,6.222222222222222,6.260869565217392,6.266666666666667,6.333333333333333,6.333333333333333,6.433962264150943,6.478260869565218,6.523809523809524,6.536585365853658,6.538461538461538,6.571428571428571,6.666666666666667,6.688888888888889,6.714285714285714,6.75,6.760869565217392,6.781818181818182,6.804347826086956,6.8478260869565215,6.869565217391305,6.911764705882353,6.955555555555556,7.0,7.03030303030303,7.0588235294117645,7.173913043478261,7.217391304347826,7.3478260869565215,7.352941176470588,7.416666666666667,7.517241379310345,7.543478260869565,7.565217391304348,7.565217391304348,7.576923076923077,7.666666666666667,7.695652173913044,7.836065573770492,7.894736842105263,7.978260869565218,8.027777777777779,8.195652173913043,8.217391304347826,8.340425531914894,8.36111111111111,8.415094339622641,8.431372549019608,8.454545454545455,8.470588235294118,8.575757575757576,8.577777777777778,8.608695652173912,8.636363636363637,8.652173913043478,8.73913043478261,8.848484848484848,8.89655172413793,8.911764705882353,8.91304347826087,8.934782608695652,8.956521739130435,8.958333333333334,9.08695652173913,9.090909090909092,9.214285714285714,9.26086956521739,9.391304347826088,9.40625,9.472222222222221,9.5,9.55813953488372,9.6,9.63888888888889,9.652173913043478,9.694444444444445,9.695652173913043,9.722222222222221,9.777777777777779,9.8125,9.833333333333334,9.9375,10.055555555555555,10.055555555555555,10.142857142857142,10.173913043478262,10.222222222222221,10.3,10.30952380952381,10.36111111111111,10.529411764705882,10.710526315789474,10.76923076923077,10.868421052631579,10.96875,11.03448275862069,11.11111111111111,11.222222222222221,11.333333333333334,11.433333333333334,11.444444444444445,11.90625,11.916666666666666,11.923076923076923,12.033333333333333,12.11111111111111,12.11111111111111,12.13888888888889,12.1875,12.413793103448276,12.46875,12.5,12.5,12.583333333333334,12.63888888888889,12.666666666666666,12.714285714285714,12.75,12.777777777777779,12.805555555555555,12.805555555555555,12.88888888888889,13.0,13.0625,13.238095238095237,13.3125,13.333333333333334,13.333333333333334,13.347826086956522,13.357142857142858,13.38888888888889,13.428571428571429,13.444444444444445,13.523809523809524,13.555555555555555,13.625,13.75,13.84375,14.0,14.090909090909092,14.133333333333333,14.15625,14.25,14.28125,14.46875,14.5625,14.80952380952381,14.96551724137931,15.772727272727273,15.88888888888889,16.0,17.043478260869566,17.14814814814815,17.272727272727273,17.375,17.52173913043478,17.53846153846154,17.90909090909091,18.814814814814813,19.15,19.333333333333332,19.541666666666668,19.565217391304348,19.833333333333332,19.875,20.291666666666668,20.52,20.80952380952381,21.25,22.0,22.1,26.666666666666668,27.818181818181817,29.5,29.9375,31.6,33.22222222222222,33.72727272727273,34.57142857142857,36.666666666666664,39.583333333333336,42.4,44.625,58.875,61.75,75.83333333333333
Shuttle5	0.0
Shuttle6	0.0
Shuttle7	0.0
Shuttle8	0.0
Shuttle9	0.0
Shuttle10	0.0
